flesch_reading_ease,flesch_kincaid_grade_level,smog_index,gunning_fog_index,average_word_length,long_word_ratio,lexical_diversity,medical_density,medical_mention_count,medical_unique_count,rare_term_ratio_unique,rare_term_ratio_mentions,term_clustering_concentrated,term_clustering_gini,term_clustering_max_share,condition_ratio,symptom_ratio,therapy_ratio,diagnostic_ratio,medication_ratio,anatomy_ratio,location_ratio,measurement_ratio,context_ratio,activity_ratio,other_ratio,passive_voice_ratio,average_sentence_length,sentence_length_std,syntax_tree_depth,subordinate_clause_density,average_dependency_distance,pronoun_frequency,video_id,text_length,word_count
74.95,6.39,10.5,8.69,1.386,0.094,0.491,0.028933092224231464,16,15,0.9333333333333333,0.875,True,0.5250000000000001,0.5,0.0,0.0625,0.0625,0.0,0.0,0.1875,0.125,0.0,0.0,0.0,0.5625,0.098,13.78,7.57,5.24,0.051,2.95,0.126,2OAPveVvBZE,3036,546
-65.53,58.92,25.25,62.61,1.456,0.102,0.565,0.136986301369863,20,18,0.8888888888888888,0.8,True,0.14000000000000012,0.3,0.05,0.0,0.2,0.0,0.0,0.2,0.25,0.0,0.0,0.0,0.3,0.333,25.83,24.48,6.0,0.237,3.01,0.168,0PTSL9qCqQQ,787,148
-11682.88,4519.83,236.09,4637.26,1.596,0.144,0.167,0.003889734483341789,46,38,0.868421052631579,0.717391304347826,True,0.8,1.0,0.13043478260869565,0.021739130434782608,0.08695652173913043,0.0,0.043478260869565216,0.0,0.0,0.021739130434782608,0.0,0.0,0.6956521739130435,0.756,70.28,114.09,9.02,0.01,5.43,0.102,pKCCjEINOQE,67712,11793
-5514.5,2150.51,154.06,2206.83,1.557,0.127,0.204,0.013740185581727338,77,64,0.875,0.7272727272727273,True,0.8,1.0,0.15584415584415584,0.012987012987012988,0.2597402597402597,0.0,0.05194805194805195,0.0,0.06493506493506493,0.0,0.0,0.0,0.45454545454545453,1.651,132.98,141.26,10.53,0.04,6.15,0.099,aEpxwapu7O4,32430,5592
70.62,7.36,12.91,9.31,1.419,0.086,0.361,0.013461538461538462,14,13,0.9230769230769231,0.8571428571428571,True,0.6285714285714286,0.5714285714285714,0.21428571428571427,0.07142857142857142,0.0,0.0,0.07142857142857142,0.2857142857142857,0.0,0.07142857142857142,0.0,0.0,0.2857142857142857,0.221,16.04,10.57,5.34,0.028,3.06,0.143,2b5H5dfDkpQ,5666,1033
-1209.42,500.43,57.02,515.17,1.36,0.069,0.324,0.02848344880677444,37,31,0.8387096774193549,0.7027027027027027,True,0.6810810810810812,0.7027027027027027,0.0,0.21621621621621623,0.08108108108108109,0.0,0.0,0.0,0.05405405405405406,0.02702702702702703,0.0,0.0,0.6216216216216216,0.667,88.6,52.7,11.93,0.113,3.88,0.179,CTt1UBx_HRI,6621,1291
-52.64,52.65,25.98,56.25,1.519,0.124,0.605,0.19230769230769232,25,17,0.8823529411764706,0.6,True,0.28800000000000003,0.36,0.0,0.0,0.24,0.0,0.0,0.16,0.04,0.0,0.0,0.0,0.56,0.0,44.33,36.75,6.33,0.368,3.6,0.113,19qKiwQZF6s,728,131
-139.65,85.9,32.26,89.9,1.528,0.121,0.579,0.1822429906542056,39,31,0.8709677419354839,0.6923076923076923,True,0.27692307692307705,0.38461538461538464,0.10256410256410256,0.0,0.02564102564102564,0.0,0.0,0.0,0.10256410256410256,0.0,0.0,0.0,0.7692307692307693,0.286,31.57,25.5,7.71,0.214,2.93,0.122,8o9kupaKef8,1205,215
-208.99,112.47,38.81,117.76,1.532,0.138,0.504,0.11619718309859155,33,26,0.8846153846153846,0.696969696969697,True,0.24242424242424243,0.30303030303030304,0.0,0.0,0.18181818181818182,0.0,0.0,0.15151515151515152,0.12121212121212122,0.0,0.0,0.06060606060606061,0.48484848484848486,0.0,72.5,71.47,9.5,0.789,3.39,0.117,NJKGAbSZr_s,1580,283
61.33,7.19,11.21,8.0,1.6,0.2,1.0,0.1,1,1,1.0,1.0,True,0.8,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,10.0,0.0,5.0,0.0,1.8,0.0,ffNiaeZQiWg,63,10
-232.49,123.44,40.59,130.18,1.438,0.137,0.543,0.20496894409937888,66,58,0.896551724137931,0.7878787878787878,True,0.21212121212121215,0.3333333333333333,0.0,0.015151515151515152,0.10606060606060606,0.0,0.0,0.0,0.045454545454545456,0.030303030303030304,0.0,0.015151515151515152,0.7878787878787878,0.222,37.11,25.98,7.67,0.193,3.37,0.168,2zi6d7WffN4,1710,323
-185.24,104.43,37.41,110.22,1.479,0.137,0.567,0.25190839694656486,66,62,0.9354838709677419,0.8787878787878788,False,0.1515151515151516,0.2878787878787879,0.045454545454545456,0.0,0.21212121212121213,0.0,0.0,0.06060606060606061,0.09090909090909091,0.06060606060606061,0.0,0.015151515151515152,0.5151515151515151,0.143,39.0,53.24,6.43,0.278,3.96,0.165,v3t3HzNFyAk,1423,262
-253.97,129.42,41.87,135.05,1.548,0.142,0.56,0.15432098765432098,50,48,0.9583333333333334,0.92,True,0.16800000000000015,0.32,0.04,0.04,0.24,0.0,0.0,0.0,0.2,0.08,0.0,0.0,0.4,0.4,66.8,63.59,8.2,0.344,3.99,0.126,gpGlNOt8kxc,1821,326
-189.17,109.45,25.98,114.39,1.31,0.057,0.509,0.14788732394366197,42,39,0.9230769230769231,0.8571428571428571,False,0.22857142857142865,0.2857142857142857,0.023809523809523808,0.21428571428571427,0.09523809523809523,0.0,0.047619047619047616,0.023809523809523808,0.023809523809523808,0.047619047619047616,0.0,0.023809523809523808,0.5,0.111,32.44,36.94,5.89,0.221,3.71,0.164,kyaQYIuzm_k,1454,282
-313.16,156.31,33.36,162.4,1.347,0.07,0.472,0.11491442542787286,47,45,0.9555555555555556,0.9148936170212766,True,0.2297872340425533,0.3404255319148936,0.06382978723404255,0.0425531914893617,0.0851063829787234,0.0,0.02127659574468085,0.02127659574468085,0.0,0.23404255319148937,0.0,0.0,0.5319148936170213,0.4,82.8,88.78,10.6,0.3,4.04,0.169,FuFAutN7yvU,2059,404
-311.96,153.41,41.87,160.33,1.465,0.118,0.491,0.1291139240506329,51,39,0.8205128205128205,0.6274509803921569,True,0.1725490196078432,0.3137254901960784,0.058823529411764705,0.058823529411764705,0.27450980392156865,0.0,0.0196078431372549,0.0,0.0196078431372549,0.0784313725490196,0.0,0.0,0.49019607843137253,0.25,103.0,116.18,9.0,0.299,6.36,0.129,RNwmNoxMl7k,2164,394
61.33,7.19,11.21,8.0,1.6,0.2,1.0,0.1,1,1,1.0,1.0,True,0.8,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,10.0,0.0,5.0,0.0,1.8,0.0,5oR3tvB9wM0,63,10
