video_id,meta_has_title,meta_has_description,meta_video_duration,meta_description_length,meta_description_unique_words,meta_view_count,meta_like_count,meta_comment_count,meta_subscriber_count,meta_channel_upload_count,meta_sentiment,meta_sentence_count,flesch_reading_ease,flesch_kincaid_grade_level,smog_index,gunning_fog_index,average_word_length,long_word_ratio,lexical_diversity,medical_density,medical_mention_count,medical_unique_count,rare_term_ratio_unique,rare_term_ratio_mentions,term_clustering_concentrated,term_clustering_gini,term_clustering_max_share,condition_ratio,symptom_ratio,therapy_ratio,diagnostic_ratio,medication_ratio,anatomy_ratio,location_ratio,measurement_ratio,context_ratio,activity_ratio,other_ratio,passive_voice_ratio,average_sentence_length,sentence_length_std,syntax_tree_depth,subordinate_clause_density,average_dependency_distance,pronoun_frequency,text_length,word_count
--uQR16bKD8,True,True,5563.0,35,26,1654,27,0,191000,1170,Neutral,2,-14437.97,5582.32,216.57,5727.69,1.408,0.098,0.125,0.0033881897386253,49.0,28.0,0.75,0.4285714285714285,True,0.8,1.0,0.0408163265306122,0.0,0.1224489795918367,0.0,0.0,0.2040816326530612,0.0816326530612244,0.1632653061224489,0.0,0.0,0.3877551020408163,0.394,42.69,46.18,7.15,0.006,3.93,0.148,76522.0,14427.0
-8wPY3vFR_A,True,True,291.0,59,44,3506,16,0,216000,5950,Neutral,3,41.46,11.63,14.46,13.86,1.754,0.196,0.419,0.0378912685337726,23.0,16.0,0.75,0.5217391304347826,True,0.3304347826086957,0.3478260869565217,0.0434782608695652,0.0,0.0869565217391304,0.0,0.782608695652174,0.0,0.0,0.0,0.0,0.0,0.0869565217391304,0.216,16.59,7.66,5.95,0.059,3.02,0.094,3965.0,612.0
-B-HaLGqQRM,True,True,74.0,43,38,263,0,0,7550,2528,Negative,3,-80.34,66.45,22.08,69.97,1.367,0.065,0.639,0.1941176470588235,33.0,33.0,1.0,1.0,True,0.3393939393939393,0.3333333333333333,0.0606060606060606,0.3333333333333333,0.0606060606060606,0.0,0.0,0.0,0.0,0.1212121212121212,0.0,0.1212121212121212,0.303030303030303,0.0,59.33,19.86,11.33,0.407,3.61,0.174,872.0,170.0
-DGB139NQg8,True,True,151.0,22,21,91232,287,2,67000,1102,Neutral,1,50.92,9.98,11.46,10.7,1.659,0.138,0.691,0.0,0.0,0.0,0.0,0.0,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.125,16.5,5.37,6.38,0.27,2.79,0.091,930.0,127.0
-DgvdrXc3ko,True,True,5349.0,100,80,1480,9,0,1100,430,Neutral,2,-10466.25,4051.28,244.29,4157.28,1.648,0.172,0.173,0.0090788727066389,96.0,88.0,0.9431818181818182,0.8645833333333334,True,0.8,1.0,0.0625,0.0,0.1666666666666666,0.0,0.0,0.0,0.0416666666666666,0.1979166666666666,0.0,0.0,0.53125,1.383,114.28,143.75,10.37,0.018,5.22,0.073,61512.0,10567.0
-F8PZyqms3U,True,True,3974.0,87,73,1692,5,0,45300,2832,Neutral,3,-10510.53,4070.62,213.65,4176.94,1.536,0.13,0.153,0.0070235383447228,74.0,54.0,0.8888888888888888,0.6486486486486487,True,0.8,1.0,0.027027027027027,0.054054054054054,0.1891891891891892,0.0,0.0135135135135135,0.0,0.0135135135135135,0.0405405405405405,0.0,0.0,0.6621621621621622,0.952,102.37,119.98,10.15,0.016,5.2,0.134,58263.0,10489.0
-O_E1UWn7uE,True,True,3493.0,31,27,940,3,0,23100,1473,Neutral,1,-9618.91,3727.14,223.72,3825.06,1.578,0.156,0.18,0.0048729911871435,47.0,40.0,0.95,0.8085106382978723,True,0.8,1.0,0.0,0.0425531914893617,0.1276595744680851,0.0,0.0212765957446808,0.0212765957446808,0.1063829787234042,0.1276595744680851,0.0,0.0212765957446808,0.5319148936170213,0.684,125.2,145.66,12.32,0.021,5.86,0.1,53865.0,9635.0
-OcOA2cE5w4,True,True,412.0,278,172,3491,56,0,17100,551,Neutral,15,-1070.92,446.58,62.5,460.45,1.39,0.094,0.333,0.0438521066208082,51.0,44.0,0.8409090909090909,0.7254901960784313,True,0.6274509803921569,0.5686274509803921,0.0784313725490196,0.1372549019607843,0.1568627450980392,0.0,0.0196078431372549,0.0196078431372549,0.0,0.0980392156862745,0.0,0.1372549019607843,0.3529411764705882,0.591,54.86,69.59,7.86,0.069,4.57,0.164,6059.0,1158.0
-QtYNPHW0mQ,True,True,211.0,85,55,89,0,0,13500,719,Neutral,6,63.93,8.1,11.54,10.79,1.508,0.126,0.444,0.0328185328185328,17.0,15.0,0.8666666666666667,0.7647058823529411,False,0.2823529411764707,0.2941176470588235,0.0588235294117647,0.0,0.1176470588235294,0.0,0.2352941176470588,0.0,0.0588235294117647,0.0588235294117647,0.0,0.0,0.4705882352941176,0.176,15.53,5.99,6.12,0.048,2.69,0.114,3054.0,520.0
-RtIaTkUhM0,True,True,1516.0,4,4,329,2,0,952,151,Neutral,1,-4401.5,1726.72,107.06,1772.89,1.371,0.075,0.176,0.0122276567363272,55.0,33.0,0.7272727272727273,0.4363636363636363,True,0.8,1.0,0.0,0.0363636363636363,0.109090909090909,0.0,0.0,0.0727272727272727,0.0181818181818181,0.0363636363636363,0.0,0.0,0.7272727272727273,0.336,36.01,54.48,6.11,0.012,3.86,0.14,22685.0,4470.0
-SE6qHgJYm0,True,True,132.0,243,136,1595,7,0,88900,1346,Neutral,9,-183.51,99.97,41.45,105.23,1.663,0.183,0.581,0.2348178137651821,58.0,53.0,0.9245283018867924,0.8448275862068966,False,0.1103448275862069,0.2758620689655172,0.0172413793103448,0.0862068965517241,0.2413793103448276,0.0,0.0172413793103448,0.0,0.1034482758620689,0.0,0.0,0.0,0.5344827586206896,0.167,42.5,31.64,8.33,0.19,3.37,0.118,1394.0,248.0
-UfkH83KeC8,True,True,624.0,16,15,59,1,0,16500,1455,Neutral,1,-1668.5,674.27,79.35,693.2,1.483,0.103,0.308,0.0389238694905552,68.0,48.0,0.8541666666666666,0.6029411764705882,True,0.7294117647058824,0.8235294117647058,0.0,0.0147058823529411,0.2352941176470588,0.0,0.0,0.0735294117647058,0.0588235294117647,0.0294117647058823,0.0,0.0,0.5882352941176471,0.846,69.54,80.77,9.19,0.073,4.86,0.114,9800.0,1742.0
-Y8KuNWQQ9Q,True,True,73.0,286,172,272,0,1,74500,586,Neutral,14,64.11,9.87,11.21,12.36,1.419,0.089,0.476,0.0766129032258064,19.0,16.0,0.9375,0.7894736842105263,False,0.168421052631579,0.2631578947368421,0.0526315789473684,0.0,0.5263157894736842,0.0,0.0,0.0,0.1052631578947368,0.0,0.0,0.0,0.3157894736842105,0.364,23.45,14.19,6.55,0.14,3.46,0.128,1353.0,248.0
-Yy-KYj-lBw,True,True,118.0,384,180,25524,165,18,16500,1455,Neutral,21,57.37,9.92,11.75,11.89,1.541,0.121,0.426,0.044378698224852,15.0,10.0,0.7,0.4666666666666667,True,0.4266666666666667,0.4,0.2,0.3333333333333333,0.0666666666666666,0.0,0.0,0.2666666666666666,0.0,0.0,0.0,0.0,0.1333333333333333,0.167,19.0,10.26,7.0,0.068,3.06,0.099,2040.0,338.0
-_y1b3X80EA,True,True,183.0,7,7,3637,21,0,12600,950,Negative,1,-411.21,191.1,43.12,197.46,1.487,0.101,0.414,0.1707317073170731,84.0,65.0,0.8461538461538461,0.6547619047619048,False,0.1333333333333333,0.2619047619047619,0.0238095238095238,0.0952380952380952,0.1428571428571428,0.0,0.1904761904761904,0.0357142857142857,0.0238095238095238,0.1785714285714285,0.0,0.0119047619047619,0.2976190476190476,0.143,17.71,17.35,4.79,0.078,2.57,0.105,2662.0,491.0
-a4HVaw8rNE,True,True,29.0,40,37,3311,25,0,12600,950,Positive,3,10.95,25.89,19.29,28.41,1.632,0.14,0.667,0.2280701754385964,13.0,12.0,0.9166666666666666,0.8461538461538461,True,0.2461538461538461,0.3076923076923077,0.0,0.0,0.1538461538461538,0.0,0.0,0.0,0.0769230769230769,0.1538461538461538,0.0,0.0,0.6153846153846154,0.0,11.17,14.13,4.17,0.0,2.95,0.179,337.0,58.0
-cMlDHvdeWQ,True,True,801.0,68,54,224,2,0,53500,1701,Neutral,2,-2408.71,959.86,93.09,986.72,1.426,0.101,0.235,0.0156878519710378,39.0,29.0,0.8275862068965517,0.6153846153846154,True,0.8,1.0,0.0,0.0256410256410256,0.1282051282051282,0.0,0.0,0.0,0.0769230769230769,0.0,0.0,0.0,0.7692307692307693,0.317,40.67,48.85,6.9,0.026,3.67,0.157,13141.0,2468.0
-gOE6NWC-r0,True,True,939.0,27,25,1921,23,0,697000,6101,Neutral,2,-1959.59,785.18,93.09,807.1,1.529,0.124,0.323,0.0461462935689739,94.0,76.0,0.8552631578947368,0.6914893617021277,True,0.7574468085106383,0.8936170212765957,0.1063829787234042,0.0425531914893617,0.3723404255319149,0.0,0.0425531914893617,0.0,0.0212765957446808,0.0425531914893617,0.0,0.0212765957446808,0.351063829787234,8.667,696.67,1106.78,14.33,0.337,13.48,0.081,12158.0,2046.0
-ks0hNR8blI,True,True,3936.0,90,72,358,1,0,24900,211,Neutral,6,-10382.0,4021.64,210.84,4127.0,1.516,0.128,0.14,0.0050625656700735,53.0,47.0,0.8936170212765957,0.7924528301886793,True,0.8,1.0,0.0188679245283018,0.0,0.0943396226415094,0.0,0.0,0.1132075471698113,0.1509433962264151,0.0,0.0,0.0,0.6226415094339622,0.548,69.21,96.76,8.6,0.01,4.73,0.12,57863.0,10421.0
-lT64N06IdE,True,False,419.0,0,0,445,6,0,15600,1174,,0,50.92,9.98,11.46,10.7,1.659,0.138,0.691,0.0,0.0,0.0,0.0,0.0,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.125,16.5,5.37,6.38,0.27,2.79,0.091,930.0,127.0
-mjXDwjvkNI,True,True,52.0,42,41,97,0,0,674,262,Neutral,2,59.69,8.77,12.46,11.65,1.554,0.173,0.64,0.028169014084507,4.0,4.0,1.0,1.0,True,0.7,0.75,0.0,0.0,0.0,0.0,0.0,0.25,0.0,0.0,0.0,0.0,0.75,0.0,16.11,7.75,6.11,0.175,3.39,0.103,851.0,142.0
-mw-gyN054o,True,True,131.0,33,28,192,0,0,13800,709,Neutral,2,-236.47,123.75,36.93,128.9,1.497,0.112,0.452,0.0862619808306709,27.0,21.0,0.7619047619047619,0.5925925925925926,False,0.1333333333333333,0.2592592592592592,0.037037037037037,0.0,0.1481481481481481,0.0,0.0,0.0,0.4814814814814814,0.0,0.0,0.0,0.3333333333333333,0.0,106.67,103.23,10.0,0.524,3.98,0.122,1705.0,314.0
-npwKFGAcc8,True,True,127.0,91,68,850,6,0,113000,553,Neutral,6,39.57,16.86,16.03,19.69,1.537,0.139,0.474,0.0214477211796246,8.0,8.0,1.0,1.0,True,0.3500000000000001,0.375,0.0,0.0,0.125,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.875,0.1,38.5,16.57,9.3,0.175,3.79,0.156,2130.0,371.0
-oJFHEByRPw,True,True,218.0,61,55,2894,22,0,1220000,11882,Neutral,4,-407.49,189.59,44.72,196.14,1.491,0.11,0.509,0.1337448559670782,65.0,54.0,0.925925925925926,0.7692307692307693,False,0.1538461538461539,0.2615384615384615,0.0,0.0615384615384615,0.123076923076923,0.0,0.0307692307692307,0.1384615384615384,0.0923076923076923,0.0307692307692307,0.0,0.0,0.5230769230769231,1.2,99.4,108.21,10.6,0.402,3.9,0.137,2649.0,484.0
-pSSzZZch8Y,True,True,369.0,56,44,11924,46,0,1220000,11882,Neutral,2,-1005.58,417.6,71.68,429.9,1.578,0.135,0.353,0.0617399438727783,66.0,42.0,0.7857142857142857,0.5,True,0.5575757575757576,0.5151515151515151,0.0151515151515151,0.0,0.4848484848484848,0.0,0.0,0.0151515151515151,0.1212121212121212,0.0,0.0,0.0,0.3636363636363636,1.625,136.75,198.92,9.88,0.363,5.77,0.134,6170.0,1069.0
-rUGADJf8MI,True,True,61.0,38,35,1236111,179,0,55000,668,Neutral,2,87.47,2.72,6.6,3.62,1.331,0.055,0.559,0.008,1.0,1.0,1.0,1.0,True,0.8,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.04,5.92,3.63,3.2,0.056,2.36,0.196,656.0,133.0
-vUZqrsBPvU,True,True,151.0,37,34,335,1,0,15600,1174,Neutral,1,-308.04,151.37,37.88,156.65,1.491,0.097,0.449,0.0729166666666666,28.0,23.0,0.8695652173913043,0.7142857142857143,True,0.3285714285714285,0.3214285714285714,0.0714285714285714,0.0,0.3214285714285714,0.0,0.0,0.0714285714285714,0.1071428571428571,0.1071428571428571,0.0,0.0,0.3214285714285714,0.333,65.17,88.53,13.33,0.226,5.32,0.153,2118.0,383.0
-y6JiLg201w,True,True,511.0,27,26,83079,0,0,24400,946,Neutral,2,-1244.29,512.25,65.45,527.27,1.436,0.091,0.289,0.0751314800901577,100.0,69.0,0.8405797101449275,0.58,True,0.6720000000000002,0.68,0.04,0.02,0.23,0.0,0.2,0.12,0.07,0.09,0.0,0.03,0.2,4.5,667.0,472.35,20.5,0.55,10.07,0.136,7185.0,1330.0
0037qEU7iHY,True,True,84.0,115,81,1013,6,1,12500,530,Neutral,8,-149.71,95.5,21.19,99.93,1.251,0.04,0.462,0.1726907630522088,43.0,35.0,0.7714285714285715,0.627906976744186,True,0.2325581395348837,0.3255813953488372,0.0465116279069767,0.1162790697674418,0.2093023255813953,0.0,0.0232558139534883,0.0,0.0232558139534883,0.1162790697674418,0.0,0.0,0.4651162790697674,0.222,28.22,22.7,5.78,0.189,3.69,0.181,1167.0,247.0
03jZdOzvjSc,True,True,348.0,20,20,1369,13,1,75200,1684,Neutral,1,-619.69,269.37,61.67,278.82,1.575,0.154,0.385,0.1128571428571428,79.0,56.0,0.7678571428571429,0.5443037974683544,True,0.3949367088607596,0.379746835443038,0.0,0.0886075949367088,0.2025316455696202,0.0,0.3037974683544304,0.0,0.0379746835443038,0.0253164556962025,0.0,0.0,0.3417721518987341,2.25,177.0,46.12,11.0,0.376,5.65,0.123,4072.0,698.0
048MToVYJmI,True,True,64.0,77,59,1006,13,4,697000,6101,Neutral,4,61.33,7.19,11.21,8.0,1.6,0.2,1.0,0.1,1.0,1.0,1.0,1.0,True,0.8,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,10.0,0.0,5.0,0.0,1.8,0.0,63.0,10.0
04ZmEPOjrw4,True,True,3162.0,129,86,1818,24,0,1220000,11882,Neutral,6,76.75,5.34,30.9,7.36,1.403,0.083,0.126,0.000347906760988,3.0,3.0,1.0,1.0,True,0.8,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.094,11.6,9.95,4.68,0.003,3.03,0.169,46579.0,8583.0
05G3hfCd8O0,True,True,91.0,28,28,802,0,0,128000,2724,Neutral,1,-122.55,78.8,32.81,83.33,1.554,0.138,0.569,0.2268041237113402,44.0,34.0,0.8529411764705882,0.6590909090909091,True,0.290909090909091,0.4318181818181818,0.0,0.0681818181818181,0.0909090909090909,0.0,0.1136363636363636,0.0,0.2045454545454545,0.2954545454545454,0.0,0.0,0.2272727272727272,0.333,66.0,84.02,8.33,0.714,4.12,0.131,1123.0,195.0
07wh0brpo4Y,True,True,204.0,108,74,6456,60,0,697000,6101,Neutral,4,59.21,8.89,11.67,11.14,1.557,0.13,0.437,0.0153550863723608,8.0,8.0,1.0,1.0,True,0.6500000000000001,0.75,0.0,0.0,0.375,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.625,0.091,16.06,8.3,5.88,0.044,2.83,0.091,2956.0,521.0
08hdxfjlMR4,True,True,38.0,3,3,434,10,1,16700,496,Neutral,1,-5.17,37.83,20.27,41.73,1.354,0.094,0.688,0.2268041237113402,22.0,21.0,0.9523809523809524,0.9090909090909092,False,0.1454545454545455,0.2727272727272727,0.0454545454545454,0.0909090909090909,0.0909090909090909,0.0,0.0,0.0,0.0,0.1363636363636363,0.0,0.0909090909090909,0.5454545454545454,0.0,51.0,70.71,5.5,0.417,4.75,0.176,486.0,98.0
0ArMA5zGgI8,True,True,299.0,49,43,463,9,1,697000,6101,Neutral,2,61.73,9.68,12.57,11.28,1.472,0.099,0.349,0.0412249705535924,35.0,17.0,0.8235294117647058,0.4,True,0.5485714285714287,0.4571428571428571,0.0571428571428571,0.0,0.0285714285714285,0.0,0.0,0.2571428571428571,0.0,0.2571428571428571,0.0,0.0,0.4,0.098,20.98,11.15,6.12,0.053,3.49,0.13,4612.0,849.0
0DFBgSNk1J0,True,False,277.0,0,0,829,13,2,569000,3032,,0,-623.18,272.09,51.27,280.62,1.509,0.103,0.368,0.1028571428571428,72.0,56.0,0.8392857142857143,0.6527777777777778,True,0.3277777777777777,0.3472222222222222,0.0555555555555555,0.1527777777777778,0.2361111111111111,0.0,0.0,0.0277777777777777,0.0416666666666666,0.0277777777777777,0.0,0.0,0.4583333333333333,0.625,89.38,86.89,11.25,0.267,4.15,0.116,3953.0,698.0
0DNUVlGgTIo,True,True,75.0,5,5,470,2,0,13600,1174,Neutral,1,-96.93,73.48,25.98,77.75,1.335,0.085,0.495,0.1223404255319148,23.0,21.0,0.9047619047619048,0.8260869565217391,True,0.2608695652173913,0.3478260869565217,0.0434782608695652,0.0434782608695652,0.3043478260869565,0.0,0.0,0.0,0.0,0.1304347826086956,0.0,0.0869565217391304,0.391304347826087,0.0,65.0,72.06,10.0,0.56,3.33,0.174,953.0,188.0
0DQZxvbD-Es,True,True,99.0,92,71,120,1,0,45400,902,Neutral,7,-161.41,95.15,32.81,99.78,1.485,0.113,0.561,0.2190082644628099,53.0,44.0,0.8863636363636364,0.7358490566037735,False,0.120754716981132,0.2641509433962264,0.0,0.0754716981132075,0.320754716981132,0.0,0.0188679245283018,0.0188679245283018,0.0188679245283018,0.0188679245283018,0.0,0.0188679245283018,0.5094339622641509,1.0,252.0,0.0,19.0,0.941,5.62,0.111,1403.0,242.0
0DfihOFKmzc,True,True,1015.0,64,58,1397,15,0,24900,211,Neutral,9,-2255.71,899.27,106.28,925.22,1.513,0.142,0.245,0.0234641638225255,55.0,42.0,0.8571428571428571,0.6545454545454545,True,0.8,1.0,0.0181818181818181,0.0181818181818181,0.0727272727272727,0.0,0.0363636363636363,0.0,0.0363636363636363,0.0181818181818181,0.0,0.0,0.8,1.75,100.33,114.82,9.71,0.074,4.54,0.124,12978.0,2331.0
0F0LNR5OXwo,True,True,166.0,75,61,1348,4,0,88900,1346,Neutral,4,-318.12,154.77,41.02,159.88,1.514,0.113,0.45,0.1262626262626262,50.0,37.0,0.7837837837837838,0.58,False,0.1520000000000001,0.28,0.0,0.02,0.04,0.0,0.0,0.0,0.02,0.06,0.0,0.0,0.86,3.0,405.0,0.0,18.0,0.976,6.1,0.123,2214.0,396.0
0F9qXbzbNxw,True,True,719.0,94,73,7411,36,8,46000,861,Very Positive,5,-1562.17,634.35,77.61,652.95,1.438,0.105,0.301,0.0583896742470805,95.0,69.0,0.8260869565217391,0.6,True,0.6652631578947368,0.6631578947368421,0.0736842105263157,0.2210526315789473,0.0210526315789473,0.0,0.2,0.0631578947368421,0.031578947368421,0.031578947368421,0.0,0.0,0.3578947368421052,0.433,55.67,56.65,8.17,0.079,3.9,0.153,8798.0,1622.0
0GyVL3Jafks,True,True,191.0,40,40,2804,15,4,216000,5950,Neutral,2,57.18,8.82,11.41,10.93,1.598,0.148,0.448,0.048076923076923,20.0,17.0,0.8235294117647058,0.7,True,0.24,0.35,0.0,0.2,0.4,0.0,0.2,0.0,0.0,0.05,0.0,0.0,0.15,0.069,14.62,5.97,6.07,0.056,2.7,0.123,2529.0,421.0
0H_xTEHRK0g,True,True,329.0,60,46,929,6,0,697000,6101,Neutral,3,-823.83,349.77,62.77,360.66,1.481,0.122,0.35,0.0546875,49.0,39.0,0.8717948717948718,0.6938775510204082,True,0.4816326530612245,0.4285714285714285,0.0612244897959183,0.0,0.4081632653061224,0.0,0.0,0.0,0.0816326530612244,0.0612244897959183,0.0,0.0,0.3877551020408163,4.0,182.0,132.71,13.6,0.369,5.22,0.111,5020.0,895.0
0I1apTZu-2s,True,True,43.0,62,56,1128,17,1,244000,700,Neutral,5,6.39,13.11,8.84,14.53,2.333,0.333,1.0,0.0,0.0,0.0,0.0,0.0,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,2.0,0.0,1.75,0.0,23.0,3.0
0K4NKzMNfCI,True,True,222.0,22,21,305,1,0,28300,1065,Neutral,1,-410.9,189.32,47.38,195.13,1.567,0.126,0.429,0.1381443298969072,67.0,48.0,0.8333333333333334,0.5970149253731343,False,0.1373134328358209,0.2835820895522388,0.0298507462686567,0.0,0.208955223880597,0.0,0.0,0.0,0.044776119402985,0.1044776119402985,0.0,0.0,0.6119402985074627,4.0,244.0,5.66,14.5,0.622,5.66,0.08,2783.0,486.0
0KWHndFZ6mc,True,True,33.0,63,49,1109,1,1,3900,286,Neutral,2,31.73,22.0,14.55,23.46,1.434,0.075,0.868,0.320754716981132,17.0,16.0,0.9375,0.8823529411764706,False,0.0705882352941176,0.2352941176470588,0.1176470588235294,0.0,0.3529411764705882,0.0,0.0,0.1176470588235294,0.0588235294117647,0.2352941176470588,0.0,0.0,0.1176470588235294,0.5,28.0,11.31,10.0,0.75,2.39,0.143,315.0,53.0
0M9uEVj9qx0,True,True,184.0,43,39,2731,18,0,170000,3304,Neutral,2,-392.01,186.19,37.41,193.01,1.368,0.076,0.431,0.0960334029227557,46.0,37.0,0.8378378378378378,0.6739130434782609,False,0.1999999999999999,0.2826086956521739,0.0869565217391304,0.1304347826086956,0.1304347826086956,0.0,0.0,0.0,0.0652173913043478,0.1521739130434782,0.0,0.0,0.4347826086956521,0.6,101.4,132.47,11.2,0.247,5.74,0.195,2549.0,478.0
0OIf3CzjQVo,True,True,57.0,242,154,936,6,1,74500,586,Neutral,11,40.69,13.8,15.9,17.36,1.664,0.2,0.656,0.008,1.0,1.0,1.0,1.0,True,0.8,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,25.4,13.22,8.0,0.283,3.64,0.126,752.0,126.0
0P6_5xqg2Wg,True,True,142.0,191,124,128470,519,19,46000,861,Neutral,11,-181.15,103.61,26.68,106.78,1.443,0.065,0.489,0.2758620689655172,72.0,52.0,0.75,0.5416666666666666,False,0.1333333333333333,0.2777777777777778,0.0972222222222222,0.0138888888888888,0.2083333333333333,0.0,0.0555555555555555,0.0416666666666666,0.0,0.3888888888888889,0.0,0.0416666666666666,0.1527777777777778,3.0,265.0,0.0,19.0,0.909,4.48,0.098,1451.0,262.0
0PTSL9qCqQQ,True,True,60.0,35,32,701,1,1,23100,1473,Neutral,3,-65.53,58.92,25.25,62.61,1.456,0.102,0.565,0.136986301369863,20.0,18.0,0.8888888888888888,0.8,True,0.1400000000000001,0.3,0.05,0.0,0.2,0.0,0.0,0.2,0.25,0.0,0.0,0.0,0.3,0.333,25.83,24.48,6.0,0.237,3.01,0.168,787.0,148.0
0RgqpvAs0O0,True,True,78.0,28,28,28,0,0,10700,653,Neutral,3,-175.24,98.07,35.45,101.97,1.601,0.132,0.539,0.1209677419354838,30.0,21.0,0.7142857142857143,0.5,False,0.1866666666666667,0.2666666666666666,0.0333333333333333,0.0,0.2,0.0,0.0,0.0,0.1,0.0,0.0,0.0,0.6666666666666666,0.143,36.57,29.06,8.14,0.324,2.88,0.152,1429.0,246.0
0SdnZ5Oe6wU,True,True,2061.0,38,35,112,3,0,14600,3587,Neutral,3,79.96,5.85,23.81,8.2,1.319,0.062,0.168,0.002827965435978,18.0,13.0,0.6923076923076923,0.5,True,0.8,1.0,0.0555555555555555,0.3333333333333333,0.1666666666666666,0.0,0.0,0.0555555555555555,0.0555555555555555,0.1666666666666666,0.0,0.0,0.1666666666666666,0.096,13.92,12.3,4.78,0.004,3.06,0.17,32644.0,6327.0
0UvOSHJz7U0,True,True,120.0,99,78,1686,21,5,42900,959,Neutral,5,-166.91,94.42,40.15,100.07,1.622,0.18,0.605,0.270042194092827,64.0,59.0,0.9152542372881356,0.84375,False,0.03125,0.21875,0.0625,0.109375,0.1875,0.0,0.0,0.046875,0.15625,0.03125,0.0,0.0,0.40625,0.0,48.4,79.44,8.2,0.194,5.3,0.116,1400.0,235.0
0WnbzT7kMCI,True,True,326.0,13,11,2481,28,4,47600,2491,Neutral,1,-771.42,333.01,45.88,343.61,1.317,0.066,0.389,0.071917808219178,63.0,57.0,0.9298245614035088,0.8412698412698413,True,0.4253968253968254,0.365079365079365,0.0952380952380952,0.1111111111111111,0.0634920634920634,0.0,0.0,0.0317460317460317,0.1428571428571428,0.0158730158730158,0.0,0.1269841269841269,0.4126984126984127,0.429,43.38,55.36,6.86,0.078,3.91,0.173,4441.0,870.0
0Xmk-O8PZ7I,True,True,87.0,103,74,974,8,0,697000,6101,Neutral,4,61.33,7.19,11.21,8.0,1.6,0.2,1.0,0.1,1.0,1.0,1.0,1.0,True,0.8,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,10.0,0.0,5.0,0.0,1.8,0.0,63.0,10.0
0Y_H9rC7HjY,True,True,336.0,252,171,1098,6,0,44000,2439,Neutral,13,-585.41,259.12,48.83,267.91,1.434,0.097,0.433,0.0941704035874439,63.0,57.0,0.9298245614035088,0.8412698412698413,True,0.4761904761904763,0.492063492063492,0.0793650793650793,0.0634920634920634,0.1269841269841269,0.0,0.0,0.0476190476190476,0.0952380952380952,0.0,0.0,0.0793650793650793,0.5079365079365079,0.333,114.67,153.18,10.67,0.442,7.95,0.138,3632.0,667.0
0YgshUiT4Wo,True,False,1213.0,0,0,1114,5,0,60900,808,,0,-2982.59,1176.79,126.19,1209.18,1.599,0.154,0.226,0.0222294867603792,68.0,53.0,0.8490566037735849,0.6617647058823529,True,0.8,1.0,0.0588235294117647,0.0294117647058823,0.4705882352941176,0.0,0.0147058823529411,0.2647058823529412,0.0147058823529411,0.0294117647058823,0.0,0.0,0.1176470588235294,7.429,446.0,594.99,19.29,0.284,7.72,0.111,18019.0,3055.0
0Zp7uPIyllo,True,True,71.0,162,109,70991,310,0,1220000,11882,Neutral,7,-136.91,83.78,31.12,86.86,1.58,0.116,0.546,0.2028301886792453,43.0,30.0,0.8,0.5581395348837209,False,0.0837209302325581,0.2325581395348837,0.0465116279069767,0.1627906976744186,0.2325581395348837,0.0,0.0465116279069767,0.2558139534883721,0.0,0.0697674418604651,0.0,0.0,0.1860465116279069,0.0,216.0,0.0,24.0,0.95,3.57,0.083,1202.0,212.0
0_gFDk3K3J8,True,True,433.0,23,22,433,5,0,28300,1065,Neutral,1,-856.94,359.85,69.26,370.41,1.608,0.147,0.402,0.0683297180043383,63.0,44.0,0.8863636363636364,0.6190476190476191,True,0.5206349206349208,0.4444444444444444,0.0158730158730158,0.1904761904761904,0.2857142857142857,0.0,0.0317460317460317,0.1904761904761904,0.0317460317460317,0.0,0.0,0.0,0.2539682539682539,1.4,94.2,89.49,9.3,0.131,4.55,0.069,5555.0,926.0
0_vHsNOiHfQ,True,True,558.0,27,27,1502,7,2,569000,3032,Neutral,2,61.33,7.19,11.21,8.0,1.6,0.2,1.0,0.1,1.0,1.0,1.0,1.0,True,0.8,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,10.0,0.0,5.0,0.0,1.8,0.0,63.0,10.0
