flesch_reading_ease,flesch_kincaid_grade_level,smog_index,gunning_fog_index,average_word_length,long_word_ratio,lexical_diversity,medical_density,medical_mention_count,medical_unique_count,rare_term_ratio_unique,rare_term_ratio_mentions,term_clustering_concentrated,term_clustering_gini,term_clustering_max_share,condition_ratio,symptom_ratio,therapy_ratio,diagnostic_ratio,medication_ratio,anatomy_ratio,location_ratio,measurement_ratio,context_ratio,activity_ratio,other_ratio,passive_voice_ratio,average_sentence_length,sentence_length_std,syntax_tree_depth,subordinate_clause_density,average_dependency_distance,pronoun_frequency,video_id,text_length,word_count
61.33,7.19,11.21,8.0,1.6,0.2,1.0,0.1,1,1,1.0,1.0,True,0.8,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,10.0,0.0,5.0,0.0,1.8,0.0,J_YdKK4dS3U,63,10
-854.48,359.75,69.26,371.42,1.567,0.146,0.349,0.09431939978563773,88,56,0.7857142857142857,0.5,True,0.5136363636363637,0.4318181818181818,0.03409090909090909,0.07954545454545454,0.1590909090909091,0.0,0.4090909090909091,0.022727272727272728,0.022727272727272728,0.056818181818181816,0.0,0.022727272727272728,0.19318181818181818,0.8,191.2,177.43,11.6,0.347,5.53,0.135,Hni-1dESzQc,5552,933
71.05,7.65,9.62,8.17,1.398,0.075,0.4,0.007058823529411765,3,3,1.0,1.0,True,0.6666666666666667,0.6666666666666666,0.0,0.0,0.6666666666666666,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3333333333333333,0.042,18.75,8.96,6.25,0.068,3.45,0.149,zzJbfyl9A5Y,2389,422
-634.88,278.2,48.11,287.04,1.431,0.087,0.43,0.13249651324965134,95,72,0.875,0.6631578947368421,True,0.33684210526315783,0.3473684210526316,0.010526315789473684,0.05263157894736842,0.2736842105263158,0.0,0.0,0.042105263157894736,0.021052631578947368,0.1368421052631579,0.0,0.05263157894736842,0.4105263157894737,0.222,81.0,109.9,7.22,0.175,7.7,0.128,TuOhHWvjums,3804,716
-920.42,387.83,57.92,399.95,1.435,0.093,0.291,0.074,74,52,0.7692307692307693,0.5405405405405406,True,0.4432432432432434,0.3918918918918919,0.0,0.013513513513513514,0.35135135135135137,0.0,0.0,0.0,0.0,0.12162162162162163,0.0,0.0,0.5135135135135135,1.0,113.11,82.37,11.11,0.214,4.02,0.089,YCQD5T_uOv0,5403,1001
96.53,2.87,6.67,5.45,1.155,0.031,0.503,0.03067484662576687,5,5,1.0,1.0,True,0.6400000000000001,0.6,0.0,0.4,0.4,0.0,0.0,0.0,0.2,0.0,0.0,0.0,0.0,0.0,10.69,7.43,3.69,0.085,3.03,0.216,XwBKpnF-QfI,779,161
-11531.21,4465.14,190.7,4581.66,1.423,0.094,0.131,0.00605182407091715,71,54,0.9074074074074074,0.6901408450704225,True,0.8,1.0,0.0,0.014084507042253521,0.2676056338028169,0.0,0.0,0.014084507042253521,0.014084507042253521,0.028169014084507043,0.0,0.014084507042253521,0.647887323943662,0.197,50.24,54.3,7.46,0.007,3.95,0.131,AvoDNblvFMQ,60736,11649
-135.34,87.78,25.98,91.03,1.357,0.071,0.567,0.18303571428571427,41,38,0.9473684210526315,0.8780487804878049,False,0.08780487804878057,0.2682926829268293,0.0975609756097561,0.14634146341463414,0.14634146341463414,0.0,0.0,0.0,0.024390243902439025,0.07317073170731707,0.0,0.024390243902439025,0.4878048780487805,0.857,32.86,26.92,7.14,0.194,2.9,0.161,rI7YngXtZrQ,1121,222
54.22,10.75,40.23,13.08,1.56,0.137,0.177,0.001606511727535611,15,15,1.0,1.0,True,0.8,1.0,0.0,0.7333333333333333,0.0,0.0,0.0,0.0,0.06666666666666667,0.06666666666666667,0.0,0.0,0.13333333333333333,0.133,20.74,16.18,6.48,0.004,3.56,0.117,wGQLv477cUg,53575,9304
-5183.87,2025.65,135.51,2079.75,1.452,0.103,0.132,0.0033454406423246035,35,28,0.8571428571428571,0.6857142857142857,True,0.8,1.0,0.17142857142857143,0.05714285714285714,0.08571428571428572,0.0,0.0,0.08571428571428572,0.02857142857142857,0.02857142857142857,0.0,0.0,0.5428571428571428,0.597,83.32,87.1,10.31,0.014,4.45,0.135,9E_XTiyK5sE,56591,10420
