flesch_reading_ease,flesch_kincaid_grade_level,smog_index,gunning_fog_index,average_word_length,long_word_ratio,lexical_diversity,medical_density,medical_mention_count,medical_unique_count,rare_term_ratio_unique,rare_term_ratio_mentions,term_clustering_concentrated,term_clustering_gini,term_clustering_max_share,condition_ratio,symptom_ratio,therapy_ratio,diagnostic_ratio,medication_ratio,anatomy_ratio,location_ratio,measurement_ratio,context_ratio,activity_ratio,other_ratio,passive_voice_ratio,average_sentence_length,sentence_length_std,syntax_tree_depth,subordinate_clause_density,average_dependency_distance,pronoun_frequency,video_id,text_length,word_count
-131.83,80.59,32.81,83.27,1.64,0.137,0.589,0.19289340101522842,38,26,0.7692307692307693,0.5263157894736842,False,0.05263157894736836,0.23684210526315788,0.02631578947368421,0.10526315789473684,0.2631578947368421,0.0,0.0,0.02631578947368421,0.07894736842105263,0.18421052631578946,0.0,0.0,0.3157894736842105,0.0,100.0,138.59,10.5,0.455,2.94,0.065,h7O8mcQOv6Y,1210,198
61.33,7.19,11.21,8.0,1.6,0.2,1.0,0.1,1,1,1.0,1.0,True,0.8,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,10.0,0.0,5.0,0.0,1.8,0.0,VCRyqi5Vv84,63,10
-511.59,225.23,57.92,232.55,1.701,0.163,0.424,0.1381692573402418,80,53,0.7735849056603774,0.5125,False,0.2250000000000001,0.275,0.0625,0.075,0.1625,0.0,0.175,0.0,0.05,0.125,0.0,0.0,0.35,2.8,120.4,91.27,12.6,0.429,5.3,0.09,5KBzsvpvMME,3562,578
-181.53,106.15,31.69,111.59,1.327,0.092,0.485,0.22743682310469315,63,55,0.8909090909090909,0.7777777777777778,True,0.12698412698412698,0.30158730158730157,0.015873015873015872,0.047619047619047616,0.12698412698412698,0.0,0.0,0.015873015873015872,0.0,0.1746031746031746,0.0,0.0,0.6190476190476191,0.444,31.44,21.61,6.22,0.141,3.9,0.233,lBcTR5OiS_E,1337,274
-2622.19,1042.31,92.18,1071.21,1.406,0.091,0.209,0.01073279052553664,29,23,0.7391304347826086,0.5862068965517241,True,0.8,1.0,0.06896551724137931,0.034482758620689655,0.3793103448275862,0.0,0.0,0.10344827586206896,0.034482758620689655,0.034482758620689655,0.0,0.0,0.3448275862068966,0.245,52.04,57.09,8.4,0.04,3.96,0.146,zXppZFV1fTg,14442,2679
-14882.44,5750.39,255.66,5899.65,1.539,0.133,0.126,0.003783855549654806,57,31,0.8064516129032258,0.43859649122807015,True,0.8,1.0,0.21052631578947367,0.0,0.05263157894736842,0.0,0.03508771929824561,0.15789473684210525,0.05263157894736842,0.08771929824561403,0.0,0.0,0.40350877192982454,0.722,59.13,100.44,7.89,0.007,4.79,0.105,sShFtn7dBKc,83772,15016
-80.77,68.75,17.12,72.55,1.264,0.034,0.635,0.23163841807909605,41,37,0.918918918918919,0.8292682926829268,True,0.20487804878048776,0.3170731707317073,0.0,0.024390243902439025,0.07317073170731707,0.0,0.0,0.0,0.04878048780487805,0.14634146341463414,0.0,0.0,0.7073170731707317,0.0,92.5,129.4,9.0,0.464,4.98,0.13,nzN8so9SWCw,914,180
-87.59,68.45,25.25,72.21,1.405,0.087,0.601,0.1896551724137931,33,29,0.8620689655172413,0.7575757575757576,False,0.16969696969696968,0.2727272727272727,0.0,0.0,0.06060606060606061,0.0,0.0,0.06060606060606061,0.06060606060606061,0.06060606060606061,0.0,0.030303030303030304,0.7272727272727273,3.0,177.0,0.0,11.0,0.875,9.27,0.186,Om0U4_PM0Wg,891,174
-3774.25,1481.98,137.95,1522.05,1.551,0.147,0.225,0.026240581969342685,101,64,0.703125,0.44554455445544555,True,0.8,1.0,0.009900990099009901,0.04950495049504951,0.5643564356435643,0.0,0.06930693069306931,0.009900990099009901,0.009900990099009901,0.1485148514851485,0.0,0.0,0.13861386138613863,1.96,158.76,230.57,11.84,0.071,7.22,0.113,O1eVLFX1CCc,22561,3848
60.39,9.84,11.77,12.31,1.489,0.113,0.667,0.07692307692307693,11,6,0.6666666666666666,0.36363636363636365,True,0.36363636363636376,0.45454545454545453,0.0,0.0,0.09090909090909091,0.0,0.0,0.6363636363636364,0.0,0.0,0.0,0.0,0.2727272727272727,0.143,21.0,12.03,7.71,0.219,3.0,0.061,rD21YoffHmI,845,144
-1195.78,491.57,74.48,505.87,1.534,0.124,0.31,0.05300077942322681,68,41,0.8292682926829268,0.5,True,0.6411764705882352,0.6029411764705882,0.058823529411764705,0.014705882352941176,0.23529411764705882,0.0,0.0,0.22058823529411764,0.08823529411764706,0.16176470588235295,0.0,0.0,0.22058823529411764,0.957,56.65,75.11,8.17,0.078,3.86,0.104,C0jGfS0IeUY,7289,1279
-407.49,189.59,44.72,196.14,1.491,0.11,0.509,0.1337448559670782,65,54,0.9259259259259259,0.7692307692307693,False,0.15384615384615397,0.26153846153846155,0.0,0.06153846153846154,0.12307692307692308,0.0,0.03076923076923077,0.13846153846153847,0.09230769230769231,0.03076923076923077,0.0,0.0,0.5230769230769231,1.2,99.4,108.21,10.6,0.402,3.9,0.137,-oJFHEByRPw,2649,484
-1015.56,424.21,61.67,436.7,1.444,0.097,0.365,0.056414922656960874,62,56,0.8928571428571429,0.8064516129032258,True,0.5870967741935484,0.5,0.016129032258064516,0.08064516129032258,0.14516129032258066,0.0,0.0,0.016129032258064516,0.06451612903225806,0.0967741935483871,0.0,0.06451612903225806,0.5161290322580645,0.583,93.58,123.61,9.92,0.207,3.92,0.136,wp8Csa2KLx0,5868,1093
