video_id,meta_has_title,meta_has_description,meta_video_duration,meta_description_unique_words,meta_like_count,meta_comment_count,meta_subscriber_count,meta_sentiment,average_word_length,lexical_diversity,medical_density,medical_mention_count,rare_term_ratio_unique,term_clustering_concentrated,term_clustering_gini,condition_ratio,symptom_ratio,therapy_ratio,medication_ratio,anatomy_ratio,location_ratio,measurement_ratio,activity_ratio,other_ratio,passive_voice_ratio,sentence_length_std,syntax_tree_depth,subordinate_clause_density,average_dependency_distance,pronoun_frequency,word_count
j163VvTQ3q8,True,True,1713.0,91,50,3,121000,3.0,1.307,0.225,0.0151588065447545,63.0,0.8727272727272727,True,0.8,0.0634920634920634,0.1269841269841269,0.1746031746031746,0.0634920634920634,0.0158730158730158,0.1111111111111111,0.0634920634920634,0.0,0.3809523809523809,0.185,39.26,6.55,0.014,3.38,0.172,4098.0
jIwUwGE9aX8,True,True,2630.0,101,9,2,46000,4.0,1.444,0.154,0.0059642147117296,42.0,0.8529411764705882,True,0.8,0.0476190476190476,0.0238095238095238,0.0952380952380952,0.0714285714285714,0.0,0.0238095238095238,0.0,0.0,0.7380952380952381,0.562,78.42,9.8,0.018,4.0,0.15,7001.0
jPSl50VPOHI,True,True,215.0,141,21,2,32100,3.0,1.583,0.479,0.1016635859519408,55.0,0.9814814814814816,True,0.3490909090909091,0.0909090909090909,0.0181818181818181,0.2909090909090909,0.0,0.0,0.0363636363636363,0.0545454545454545,0.0,0.509090909090909,2.0,338.0,15.0,0.5,5.17,0.138,540.0
jRivbMime1s,True,True,213.0,74,78,0,55000,3.0,1.4,0.433,0.0354131534569983,21.0,0.95,True,0.6095238095238096,0.0476190476190476,0.0476190476190476,0.0,0.0,0.0,0.0476190476190476,0.0,0.0952380952380952,0.7619047619047619,0.098,11.11,5.29,0.064,2.97,0.155,592.0
jsLa9itfNFU,True,True,172.0,59,1,0,145000,3.0,1.518,0.43,0.0080645161290322,4.0,0.6666666666666666,True,0.5,0.0,0.0,0.25,0.0,0.0,0.0,0.0,0.0,0.75,0.222,18.68,7.5,0.113,3.88,0.118,498.0
kGlGGqoF5-o,True,True,254.0,52,4,0,13500,3.0,1.621,0.452,0.0141043723554301,10.0,0.875,True,0.52,0.0,0.2,0.2,0.4,0.0,0.0,0.0,0.0,0.2,0.109,7.41,6.11,0.04,2.98,0.14,707.0
kOFVP0dPl-Q,True,True,548.0,34,19,0,5490,4.0,1.375,0.29,0.0376712328767123,55.0,0.825,True,0.6472727272727272,0.0181818181818181,0.0,0.109090909090909,0.0,0.0,0.0363636363636363,0.0545454545454545,0.0,0.7818181818181819,0.286,37.8,7.33,0.043,3.41,0.192,1463.0
kh2Nb0huvQs,True,True,211.0,104,52,0,1220000,3.0,1.319,0.429,0.1548269581056466,85.0,0.943661971830986,True,0.2776470588235293,0.0823529411764705,0.0470588235294117,0.1294117647058823,0.0,0.1529411764705882,0.0117647058823529,0.1529411764705882,0.0,0.4235294117647059,0.2,87.85,8.7,0.163,4.57,0.159,541.0
krjuiYAzBkk,True,True,320.0,43,187,25,477000,4.0,1.443,0.401,0.0707434052757793,59.0,0.8823529411764706,True,0.4610169491525424,0.0677966101694915,0.1186440677966101,0.1694915254237288,0.0,0.0338983050847457,0.1016949152542373,0.0338983050847457,0.0,0.4745762711864407,0.176,50.66,8.0,0.147,3.36,0.151,834.0
lGktTbcUu3E,True,True,116.0,36,24,0,697000,3.0,1.456,0.523,0.256140350877193,73.0,0.9047619047619048,False,0.1479452054794521,0.0,0.0958904109589041,0.273972602739726,0.0136986301369863,0.0410958904109589,0.0136986301369863,0.0958904109589041,0.0684931506849315,0.3972602739726027,0.5,200.82,8.0,0.472,4.89,0.115,287.0
lZl8tISca5E,True,True,61.0,31,15,3,50000,2.0,1.231,0.61,0.173469387755102,34.0,0.8148148148148148,True,0.2352941176470588,0.0588235294117647,0.0,0.1764705882352941,0.0,0.0294117647058823,0.1470588235294117,0.0294117647058823,0.0,0.5588235294117647,2.0,132.23,11.0,0.455,3.5,0.168,195.0
lvSks9_fu0A,True,True,1876.0,56,0,0,17400,3.0,1.408,0.179,0.0089454670565972,52.0,0.85,True,0.8,0.0769230769230769,0.0192307692307692,0.1538461538461538,0.0192307692307692,0.0,0.1538461538461538,0.0576923076923076,0.0,0.5192307692307693,0.156,44.67,7.84,0.014,3.55,0.15,5782.0
mPwX8P6EL4s,True,True,138.0,138,1,0,674,3.0,1.771,0.577,0.1480263157894736,45.0,0.8888888888888888,True,0.2933333333333334,0.0888888888888888,0.0444444444444444,0.2666666666666666,0.0,0.0888888888888888,0.0444444444444444,0.0,0.0,0.4666666666666667,1.0,210.72,9.5,0.7,6.53,0.058,302.0
o1XNQs21gGA,True,True,128.0,64,4,0,45400,3.0,1.541,0.545,0.1877022653721682,58.0,0.8367346938775511,False,0.0344827586206897,0.0344827586206896,0.0862068965517241,0.4482758620689655,0.0,0.0172413793103448,0.0517241379310344,0.0862068965517241,0.0,0.2758620689655172,0.5,112.43,14.5,0.727,4.33,0.127,309.0
oBzWEtWY--0,True,True,3761.0,86,10,0,1100,3.0,1.623,0.2,0.0068552910382649,55.0,0.8666666666666667,True,0.8,0.0181818181818181,0.0,0.2363636363636363,0.0,0.0,0.0727272727272727,0.0181818181818181,0.0,0.6545454545454545,1.342,175.2,9.9,0.019,5.55,0.084,8019.0
oWT8_BOEtRk,True,True,108.0,103,0,0,7800,3.0,1.248,0.512,0.2341269841269841,59.0,0.8823529411764706,False,0.1288135593220338,0.0,0.2203389830508474,0.0677966101694915,0.0169491525423728,0.0,0.1186440677966101,0.0338983050847457,0.0508474576271186,0.4915254237288136,0.062,19.27,4.31,0.073,3.2,0.232,249.0
obss0_8xIBs,True,True,117.0,63,8,0,45400,3.0,1.389,0.515,0.1775147928994082,60.0,0.86,False,0.1200000000000001,0.0166666666666666,0.0166666666666666,0.2,0.0833333333333333,0.0166666666666666,0.1166666666666666,0.0,0.1333333333333333,0.4166666666666667,2.5,149.2,13.5,0.769,5.0,0.161,334.0
oc6vCBmvrzk,True,True,213.0,77,133,0,55000,3.0,1.369,0.45,0.0059642147117296,3.0,1.0,True,0.6666666666666667,0.0,0.0,0.0,0.0,0.0,0.3333333333333333,0.0,0.0,0.6666666666666666,0.067,11.37,5.6,0.055,2.99,0.147,497.0
ojpeeno-ppg,True,True,165.0,97,4,0,11700,3.0,1.632,0.442,0.0101010101010101,4.0,1.0,True,0.7,0.25,0.0,0.5,0.0,0.0,0.25,0.0,0.0,0.0,0.071,11.08,8.0,0.112,3.77,0.096,396.0
pn7x1GLjyoE,True,True,229.0,16,8,0,98900,3.0,1.618,0.458,0.1283333333333333,77.0,0.8769230769230769,False,0.2961038961038962,0.1818181818181818,0.0,0.4025974025974026,0.0129870129870129,0.0,0.0259740259740259,0.0259740259740259,0.0129870129870129,0.3376623376623376,5.0,0.0,21.0,0.97,5.24,0.109,600.0
qkWLnyHua1g,True,True,592.0,31,0,0,50000,3.0,1.463,0.278,0.046068796068796,75.0,0.7272727272727273,True,0.6720000000000002,0.16,0.12,0.0933333333333333,0.0266666666666666,0.1866666666666666,0.0133333333333333,0.0,0.0266666666666666,0.3733333333333333,0.647,173.4,10.18,0.102,4.69,0.126,1626.0
rP05zGjuZu8,True,True,728.0,28,23,0,13500,3.0,1.539,0.271,0.0414201183431952,70.0,0.7111111111111111,True,0.6971428571428573,0.0,0.0142857142857142,0.4142857142857143,0.0428571428571428,0.0428571428571428,0.0857142857142857,0.0,0.0,0.4,5.6,457.03,14.2,0.505,6.82,0.123,1690.0
rVyQbCtRKeA,True,True,1679.0,17,77,7,569000,3.0,1.521,0.216,0.0173396674584323,73.0,0.8928571428571429,True,0.8,0.0821917808219178,0.0410958904109589,0.2054794520547945,0.0,0.136986301369863,0.1095890410958904,0.0273972602739726,0.0,0.3972602739726027,0.921,109.91,9.63,0.045,5.3,0.132,4202.0
rrajxcaj5bw,True,True,3614.0,80,2,0,674,3.0,1.624,0.215,0.0159645827743493,119.0,0.8452380952380952,True,0.8,0.1512605042016806,0.1764705882352941,0.2689075630252101,0.0168067226890756,0.0168067226890756,0.0084033613445378,0.0168067226890756,0.0,0.3445378151260504,0.661,91.28,7.62,0.013,5.21,0.084,7444.0
s4ZVdc9sz2A,True,True,136.0,85,13,0,18300,2.0,1.338,0.461,0.0588235294117647,21.0,1.0,False,0.2666666666666666,0.0,0.1428571428571428,0.0,0.0,0.0476190476190476,0.1428571428571428,0.0,0.0952380952380952,0.5714285714285714,0.04,11.91,5.48,0.064,3.12,0.161,356.0
sYDMzXFdU0g,True,True,108.0,40,27,0,1220000,3.0,1.617,0.588,0.1745454545454545,48.0,0.9285714285714286,True,0.3083333333333333,0.0208333333333333,0.0833333333333333,0.0625,0.0,0.1041666666666666,0.0833333333333333,0.0208333333333333,0.0416666666666666,0.5833333333333334,4.0,0.0,17.0,0.933,3.81,0.068,275.0
szMgN68kijg,True,True,392.0,35,4,0,13800,3.0,1.545,0.384,0.0646186440677966,61.0,0.8958333333333334,True,0.4983606557377049,0.0163934426229508,0.081967213114754,0.2131147540983606,0.2622950819672131,0.0327868852459016,0.081967213114754,0.0163934426229508,0.0163934426229508,0.2786885245901639,8.0,0.0,21.0,0.98,8.98,0.122,943.0
tUZaEuBnycc,True,True,92.0,76,2000,119,697000,3.0,1.6,1.0,0.1,1.0,1.0,True,0.8,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,5.0,0.0,1.8,0.0,10.0
upTj79dRmZk,True,True,26.0,8,1582,38,477000,3.0,1.659,0.691,0.0,0.0,0.0,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.111,6.93,5.89,0.256,2.77,0.091,127.0
vXxVFIgNTCE,True,True,39.0,70,136,0,55000,3.0,1.27,0.508,0.032520325203252,4.0,0.0,False,0.1999999999999999,0.0,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0.5,0.0,9.13,5.33,0.143,2.84,0.191,124.0
vk3B1EmqhCM,True,True,262.0,84,43,0,1220000,3.0,1.306,0.326,0.0507614213197969,40.0,0.8387096774193549,True,0.49,0.175,0.15,0.225,0.0,0.075,0.0,0.05,0.0,0.325,0.116,14.56,5.65,0.046,3.15,0.181,785.0
vlkASwAkHaE,True,True,127.0,172,7,0,251000,3.0,1.434,0.506,0.1407185628742515,47.0,0.8055555555555556,False,0.1872340425531915,0.0,0.0212765957446808,0.2340425531914893,0.0638297872340425,0.0212765957446808,0.1276595744680851,0.0425531914893617,0.0,0.4893617021276595,1.0,94.18,10.67,0.667,5.95,0.131,335.0
w4iz4OTCySM,True,True,178.0,46,30,15,10700,3.0,1.354,0.456,0.0451127819548872,18.0,0.9411764705882352,True,0.3333333333333335,0.0555555555555555,0.0,0.0,0.0555555555555555,0.0,0.0555555555555555,0.0,0.0,0.8333333333333334,0.05,12.65,6.15,0.126,3.21,0.176,398.0
wApvCj3HDAU,True,True,374.0,31,1523,0,144000,3.0,1.6,1.0,0.1,1.0,1.0,True,0.8,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,5.0,0.0,1.8,0.0,10.0
wiziIhGjUHA,True,True,216.0,152,634,0,22200,3.0,1.41,0.383,0.0178890876565295,10.0,0.7142857142857143,True,0.6000000000000001,0.0,0.1,0.1,0.0,0.5,0.0,0.2,0.0,0.1,0.19,18.26,8.05,0.113,3.12,0.168,559.0
xUV0eKlDJcY,True,True,97.0,39,15,0,100000,3.0,1.672,0.552,0.1769230769230769,46.0,0.8064516129032258,True,0.2608695652173913,0.1956521739130435,0.0,0.1521739130434782,0.1521739130434782,0.108695652173913,0.0217391304347826,0.0434782608695652,0.0,0.3260869565217391,0.333,24.77,10.5,0.258,2.95,0.087,260.0
zgb8yOYYc68,True,True,217.0,343,16,1,16500,4.0,1.454,0.479,0.0246305418719211,15.0,0.9230769230769232,True,0.4533333333333333,0.2,0.0666666666666666,0.1333333333333333,0.0,0.1333333333333333,0.0666666666666666,0.0,0.0,0.4,0.226,10.73,6.65,0.067,3.44,0.151,607.0
zqNTr084XTk,True,True,1468.0,81,6,0,15400,3.0,1.419,0.161,0.0125886930647745,55.0,0.7142857142857143,True,0.8,0.1818181818181818,0.2363636363636363,0.0545454545454545,0.0,0.2727272727272727,0.0181818181818181,0.0,0.0,0.2363636363636363,0.583,71.54,8.43,0.022,4.24,0.148,4349.0
